District,Sex,Year,Population,Population_Growth_Rate,Average_Population
1,0,0.0,0.3372772323766804,0.0,0.33836672889163455
1,0,0.06666666666666667,0.3342958058581002,-0.008839691008998951,0.33836672889163455
1,0,0.13333333333333333,0.332684223956165,-0.004820825968182452,0.33836672889163455
1,0,0.2,0.3328319522971757,0.000444049733570262,0.33836672889163455
1,0,0.26666666666666666,0.3322007493855844,-0.001896461283944606,0.33836672889163455
1,0,0.3333333333333333,0.327930057345456,-0.012855756791720685,0.33836672889163455
1,0,0.4,0.32661393212554224,-0.004013432713571907,0.33836672889163455
1,0,0.4666666666666667,0.327016827601026,0.0012335526315787604,0.33836672889163455
1,0,0.5333333333333333,0.3263856246894347,-0.0019301848049281256,0.33836672889163455
1,0,0.6,0.33040114959509004,0.01230300785911198,0.33836672889163455
1,0,0.6666666666666666,0.333919770080982,0.010649540687748926,0.33836672889163455
1,0,0.7333333333333333,0.3361759847436913,0.006756756756756577,0.33836672889163455
1,0,0.8,0.3448113777682277,0.02568712048577826,0.33836672889163455
1,0,0.8666666666666667,0.35786519117390314,0.03785783836416745,0.33836672889163455
1,0,0.9333333333333333,0.37900377378762035,0.05906856306526054,0.33836672889163455
1,0,1.0,0.3783994305743946,-0.0015945572446051104,0.33836672889163455
1,1,0.0,0.34063469467237883,-0.09980124929017598,0.33836672889163455
1,1,0.06666666666666667,0.33621627429123974,-0.012971140198706821,0.33836672889163455
1,1,0.13333333333333333,0.33459126254012167,-0.004833233473137688,0.33836672889163455
1,1,0.2,0.3335705940022294,-0.00305049369832211,0.33836672889163455
1,1,0.26666666666666666,0.3332079880742939,-0.001087044045414376,0.33836672889163455
1,1,0.3333333333333333,0.3309786331099502,-0.006690580790778222,0.33836672889163455
1,1,0.4,0.33013255261143415,-0.0025562994522216886,0.33836672889163455
1,1,0.4666666666666667,0.3299042451753267,-0.0006915629322267192,0.33836672889163455
1,1,0.5333333333333333,0.3303340003491761,0.0013026663952779849,0.33836672889163455
1,1,0.6,0.3311666509985093,0.0025206325974711508,0.33836672889163455
1,1,0.6666666666666666,0.33355716415304654,0.007218459791556775,0.33836672889163455
1,1,0.7333333333333333,0.33655202052080957,0.008978540081330477,0.33836672889163455
1,1,0.8,0.3402452290460778,0.010973663208299955,0.33836672889163455
1,1,0.8666666666666667,0.34502625535515236,0.01405170712453141,0.33836672889163455
1,1,0.9333333333333333,0.35257383059588243,0.021875364913783057,0.33836672889163455
1,1,1.0,0.35123084567760304,-0.0038090884851256224,0.33836672889163455
2,0,0.0,0.5852459676877829,0.0,0.7000187178522985
2,0,0.06666666666666667,0.5842790185466217,-0.001652209830648621,0.7000187178522985
2,0,0.13333333333333333,0.5855145646714387,0.0021146508527558616,0.7000187178522985
2,0,0.2,0.5892614925934382,0.006399376118170652,0.7000187178522985
2,0,0.26666666666666666,0.5919608922791797,0.004580987761241717,0.7000187178522985
2,0,0.3333333333333333,0.5893017821409866,-0.004492036843776859,0.7000187178522985
2,0,0.4,0.5907790655510938,0.0025068368277119113,0.7000187178522985
2,0,0.4666666666666667,0.609446555915177,0.03159809047510809,0.7000187178522985
2,0,0.5333333333333333,0.6420139401834517,0.05343763772587051,0.7000187178522985
2,0,0.6,0.6891392809658747,0.07340236376948028,0.7000187178522985
2,0,0.6666666666666666,0.731819341668793,0.06193241610476674,0.7000187178522985
2,0,0.7333333333333333,0.7673547226064651,0.04855758643470609,0.7000187178522985
2,0,0.8,0.8286485542767354,0.07987678952710975,0.7000187178522985
2,0,0.8666666666666667,0.898456910328897,0.0842436225730121,0.7000187178522985
2,0,0.9333333333333333,0.9849317092169055,0.09624813153961154,0.7000187178522985
2,0,1.0,1.0,0.015298817818623078,0.7000187178522985
2,1,0.0,0.6070963323081882,-0.39290366769181184,0.7000187178522985
2,1,0.06666666666666667,0.6042760639798015,-0.0046455038159495254,0.7000187178522985
2,1,0.13333333333333333,0.6057936369374572,0.002511390154461779,0.7000187178522985
2,1,0.2,0.6081438605444461,0.0038795779019242804,0.7000187178522985
2,1,0.26666666666666666,0.6116893407287036,0.005830002429167536,0.7000187178522985
2,1,0.3333333333333333,0.612186245148467,0.0008123476848089783,0.7000187178522985
2,1,0.4,0.6148319254374773,0.004321691821691731,0.7000187178522985
2,1,0.4666666666666667,0.6312297712896684,0.026670452807933342,0.7000187178522985
2,1,0.5333333333333333,0.6527309598313211,0.03406238032424169,0.7000187178522985
2,1,0.6,0.6871516632868213,0.05273337036808434,0.7000187178522985
2,1,0.6666666666666666,0.7201488027289453,0.04802016964390399,0.7000187178522985
2,1,0.7333333333333333,0.7529176347349619,0.04550286257762526,0.7000187178522985
2,1,0.8,0.7975987429661164,0.05934395233933265,0.7000187178522985
2,1,0.8666666666666667,0.8420649736103464,0.0557501262838862,0.7000187178522985
2,1,0.9333333333333333,0.8905198694618659,0.05754294189885312,0.7000187178522985
2,1,1.0,0.8940653496461235,0.003981359996380718,0.7000187178522985
3,0,0.0,0.19249002833698178,0.0,0.24032043620150145
3,0,0.06666666666666667,0.19827829333476585,0.03007046675504066,0.24032043620150145
3,0,0.13333333333333333,0.20512751641799062,0.03454348415063668,0.24032043620150145
3,0,0.2,0.21333315426867755,0.04000261882938316,0.24032043620150145
3,0,0.26666666666666666,0.22094787875532157,0.03569405099150136,0.24032043620150145
3,0,0.3333333333333333,0.22567518566766495,0.02139557500607836,0.24032043620150145
3,0,0.4,0.23263184754435207,0.030825993810997376,0.24032043620150145
3,0,0.4666666666666667,0.24111951222787767,0.036485394296270623,0.24032043620150145
3,0,0.5333333333333333,0.25179624232819864,0.04427982622256876,0.24032043620150145
3,0,0.6,0.25930352802138035,0.029814923462584852,0.24032043620150145
3,0,0.6666666666666666,0.26713313009494905,0.03019473793246319,0.24032043620150145
3,0,0.7333333333333333,0.27388834423389424,0.025287818611432256,0.24032043620150145
3,0,0.8,0.28554545332455916,0.04256153770716886,0.24032043620150145
3,0,0.8666666666666667,0.3025073528424276,0.059401749600225706,0.24032043620150145
3,0,0.9333333333333333,0.3240622607808114,0.07125416204217538,0.24032043620150145
3,0,1.0,0.32553954419091874,0.0045586406962287995,0.24032043620150145
3,1,0.0,0.19430305797665892,-0.4031353135313531,0.24032043620150145
3,1,0.06666666666666667,0.19680100992465854,0.012855957976223298,0.24032043620150145
3,1,0.13333333333333333,0.20132686909926,0.022997133888358112,0.24032043620150145
3,1,0.2,0.20630934314607646,0.02474818224267894,0.24032043620150145
3,1,0.26666666666666666,0.21185587085857027,0.026884520244759846,0.24032043620150145
3,1,0.3333333333333333,0.21591168531177396,0.019144215530903397,0.24032043620150145
3,1,0.4,0.22098816830286996,0.023511849225601678,0.24032043620150145
3,1,0.4666666666666667,0.22595721250050363,0.022485566697052484,0.24032043620150145
3,1,0.5333333333333333,0.23034877318327715,0.01943536404160473,0.24032043620150145
3,1,0.6,0.23553269496783552,0.02250466417910446,0.24032043620150145
3,1,0.6666666666666666,0.24145525845744753,0.025145398563120036,0.24032043620150145
3,1,0.7333333333333333,0.24470528195968358,0.013460147950386414,0.24032043620150145
3,1,0.8,0.2505472663541988,0.023873552494374728,0.24032043620150145
3,1,0.8666666666666667,0.2589006325458965,0.033340480274442585,0.24032043620150145
3,1,0.9333333333333333,0.26707941069821783,0.031590413943354934,0.24032043620150145
3,1,1.0,0.26885215079034663,0.006637501885654151,0.24032043620150145
4,0,0.0,0.17321819475967284,0.0,0.192231503740213
4,0,0.06666666666666667,0.17387625736962975,0.003799038610637462,0.192231503740213
4,0,0.13333333333333333,0.17555498851747894,0.0096547462732679,0.192231503740213
4,0,0.2,0.17844240609177958,0.016447368421052655,0.192231503740213
4,0,0.26666666666666666,0.18081948939713408,0.013321291487920606,0.192231503740213
4,0,0.3333333333333333,0.1805777521118438,-0.0013368983957219305,0.192231503740213
4,0,0.4,0.1822833429580586,0.00944518816004769,0.192231503740213
4,0,0.4666666666666667,0.18451269792240232,0.012230162823251955,0.192231503740213
4,0,0.5333333333333333,0.1869569304736708,0.01324696120532809,0.192231503740213
4,0,0.6,0.18918628543801452,0.011924430716184098,0.192231503740213
4,0,0.6666666666666666,0.19271833577308928,0.018669695463902958,0.192231503740213
4,0,0.7333333333333333,0.19658613233773384,0.020069686411149812,0.192231503740213
4,0,0.8,0.20066880648930313,0.020767864462358343,0.192231503740213
4,0,0.8666666666666667,0.2102845785041834,0.04791861865881408,0.192231503740213
4,0,0.9333333333333333,0.2200615087092572,0.04649380508366341,0.192231503740213
4,0,1.0,0.22241173231624609,0.010679848651287571,0.192231503740213
4,1,0.0,0.182256483259693,-0.18054465310065815,0.192231503740213
4,1,0.06666666666666667,0.18132982366608022,-0.005084371085402717,0.192231503740213
4,1,0.13333333333333333,0.18244450114825211,0.006147237446304299,0.192231503740213
4,1,0.2,0.1839889338042734,0.00846521899153485,0.192231503740213
4,1,0.26666666666666666,0.18601684103087524,0.011021897810219006,0.192231503740213
4,1,0.3333333333333333,0.1866883334900149,0.0036098476644284005,0.192231503740213
4,1,0.4,0.18825962584440176,0.00841666067189406,0.192231503740213
4,1,0.4666666666666667,0.19087844643504653,0.013910686260522276,0.192231503740213
4,1,0.5333333333333333,0.1926243268288097,0.009146555969886672,0.192231503740213
4,1,0.6,0.19471938330132552,0.010876385693369572,0.192231503740213
4,1,0.6666666666666666,0.19823800378721748,0.018070211738740793,0.192231503740213
4,1,0.7333333333333333,0.20038677965646445,0.010839374026149873,0.192231503740213
4,1,0.8,0.20383825089644245,0.017224046645667235,0.192231503740213
4,1,0.8666666666666667,0.20761203851680746,0.018513638160495338,0.192231503740213
4,1,0.9333333333333333,0.21185587085857027,0.020441166957759327,0.192231503740213
4,1,1.0,0.21211103799304334,0.0012044374009507752,0.192231503740213
5,1,0.0,0.17998683874780086,0.0,0.25831349632693623
5,1,0.06666666666666667,0.18556022615866025,0.03096552753320414,0.25831349632693623
5,1,0.13333333333333333,0.19316152079612145,0.040964029818339576,0.25831349632693623
5,1,0.2,0.2011925706074321,0.04157686157269014,0.25831349632693623
5,1,0.26666666666666666,0.2098145337827856,0.04285428209064812,0.25831349632693623
5,1,0.3333333333333333,0.21694578369884907,0.03398835050886517,0.25831349632693623
5,1,0.4,0.22505741260525644,0.03739012009409426,0.25831349632693623
5,1,0.4666666666666667,0.2319334953868468,0.030552571905955395,0.25831349632693623
5,1,0.5333333333333333,0.240904634640953,0.03867979154603374,0.25831349632693623
5,1,0.6,0.2546030808074025,0.05686252648009793,0.25831349632693623
5,1,0.6666666666666666,0.27343172936167925,0.07395294862327262,0.25831349632693623
5,1,0.7333333333333333,0.29264984354225704,0.0702848722986249,0.25831349632693623
5,1,0.8,0.3186500315601456,0.08884401817263998,0.25831349632693623
5,1,0.8666666666666667,0.3428237600891742,0.07586294095334423,0.25831349632693623
5,1,0.9333333333333333,0.36506359033588054,0.06487248795393108,0.25831349632693623
5,1,1.0,0.3640160620996226,-0.0028694404591105283,0.25831349632693623
5,0,0.0,0.17726057936369374,-0.5130418741929533,0.25831349632693623
5,0,0.06666666666666667,0.1837337666698003,0.036517918024092655,0.25831349632693623
5,0,0.13333333333333333,0.19122762251379918,0.040786492215481474,0.25831349632693623
5,0,0.2,0.19999731403016344,0.0458599620759883,0.25831349632693623
5,0,0.26666666666666666,0.20827010112676433,0.04136449100188022,0.25831349632693623
5,0,0.3333333333333333,0.21374947959334417,0.02630900180551987,0.25831349632693623
5,0,0.4,0.22137763392917098,0.03568735863282235,0.25831349632693623
5,0,0.4666666666666667,0.22735391681551417,0.026995874787672847,0.25831349632693623
5,0,0.5333333333333333,0.2376680409878997,0.045365940102782165,0.25831349632693623
5,0,0.6,0.25472394945004767,0.07176357574730186,0.25831349632693623
5,0,0.6666666666666666,0.27494930231933495,0.07940106500764488,0.25831349632693623
5,0,0.7333333333333333,0.29509407609352545,0.07326723001025726,0.25831349632693623
5,0,0.8,0.3256872725319295,0.10367268920948436,0.25831349632693623
5,0,0.8666666666666667,0.3615986892467198,0.11026349428889537,0.25831349632693623
5,0,0.9333333333333333,0.40008863700460645,0.10644382544103981,0.25831349632693623
5,0,1.0,0.3974563865647789,-0.006579168205162689,0.25831349632693623
6,1,0.0,0.005841984394515249,0.0,0.009613673600945461
6,1,0.06666666666666667,0.00507648299109601,-0.13103448275862062,0.009613673600945461
6,1,0.13333333333333333,0.005385369522300265,0.060846560846560926,0.009613673600945461
6,1,0.2,0.005895703791246425,0.09476309226932678,0.009613673600945461
6,1,0.26666666666666666,0.006728354440579632,0.1412300683371297,0.009613673600945461
6,1,0.3333333333333333,0.006808933535676394,0.011976047904191711,0.009613673600945461
6,1,0.4,0.00726554840789138,0.06706114398422103,0.009613673600945461
6,1,0.4666666666666667,0.007184969312794618,-0.011090573012939031,0.009613673600945461
6,1,0.5333333333333333,0.007278978257074173,0.013084112149532645,0.009613673600945461
6,1,0.6,0.008957709404923382,0.23062730627306283,0.009613673600945461
6,1,0.6666666666666666,0.009978377942815702,0.11394302848575721,0.009613673600945461
6,1,0.7333333333333333,0.011576529995568149,0.16016150740242252,0.009613673600945461
6,1,0.8,0.014772834101073044,0.2761020881670533,0.009613673600945461
6,1,0.8666666666666667,0.01814372624595426,0.22818181818181826,0.009613673600945461
6,1,0.9333333333333333,0.022548716777910583,0.24278312361213894,0.009613673600945461
6,1,1.0,0.024187158378211414,0.07266229898749255,0.009613673600945461
6,0,0.0,0.0,-1.0,0.009613673600945461
6,0,0.06666666666666667,0.00017458803937631782,3.846153846153846,0.009613673600945461
6,0,0.13333333333333333,0.0008460804985160016,3.846153846153846,0.009613673600945461
6,0,0.2,0.002242784813526544,1.6507936507936511,0.009613673600945461
6,0,0.26666666666666666,0.0033440324465156255,0.49101796407185616,0.009613673600945461
6,0,0.3333333333333333,0.0030217160661285773,-0.09638554216867468,0.009613673600945461
6,0,0.4,0.0038946562630101664,0.288888888888889,0.009613673600945461
6,0,0.4666666666666667,0.004230402492580008,0.0862068965517242,0.009613673600945461
6,0,0.5333333333333333,0.0045930084205154376,0.08571428571428563,0.009613673600945461
6,0,0.6,0.006634345496300076,0.4444444444444444,0.009613673600945461
6,0,0.6666666666666666,0.008192208001504143,0.23481781376518218,0.009613673600945461
6,0,0.7333333333333333,0.010367843569116719,0.2655737704918033,0.009613673600945461
6,0,0.8,0.014114771491116155,0.3613989637305699,0.009613673600945461
6,0,0.8666666666666667,0.019674729052792737,0.3939105613701237,0.009613673600945461
6,0,0.9333333333333333,0.02926364136930742,0.4873720136518771,0.009613673600945461
6,0,1.0,0.029411369710318155,0.005048187241854185,0.009613673600945461
